Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Sale Applied
68,Male,Jeans,Clothing,21.229830609985857,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,7,Cash,Yes
36,Male,Shirt,Clothing,21.54745400118361,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,11,Cash,Yes
55,Male,Belt,Accessories,97.67319874973344,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,47,Credit Card,Yes
28,Male,Jeans,Clothing,89.0464575682684,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,28,Debit Card,Yes
39,Male,Jeans,Clothing,-1.5278431396849896,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,17,Bank Transfer,Yes
54,Male,Sweater,Clothing,108.53080699451792,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,11,PayPal,Yes
40,Male,Sneakers,Footwear,49.60182708294903,Illinois,M,Magenta,Winter,4.2,Yes,Standard,12,Venmo,Yes
31,Male,Socks,Clothing,23.48874596980941,Utah,S,Olive,Fall,4.2,Yes,Standard,7,Credit Card,Yes
30,Male,Socks,Clothing,84.91607066874818,Maine,L,Yellow,Fall,2.7,Yes,Standard,19,Venmo,Yes
45,Male,Sunglasses,Accessories,42.88060372565478,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,24,Cash,Yes
48,Male,Sneakers,Footwear,69.21347531647814,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,19,Venmo,Yes
45,Male,Socks,Clothing,41.9938969230916,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,39,PayPal,Yes
60,Male,Shoes,Footwear,22.56753264123897,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,1,Credit Card,Yes
59,Male,Blouse,Clothing,69.48891858017109,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,10,Debit Card,Yes
18,Male,Shorts,Clothing,119.45458038518728,Arkansas,L,Cyan,Winter,4.9,No,Express,48,PayPal,Yes
70,Male,Jacket,Outerwear,37.87200309188864,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,24,Debit Card,Yes
20,Male,Sweater,Clothing,56.58771335827788,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,42,Venmo,Yes
65,Male,Jacket,Outerwear,38.433974212966895,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,20,Credit Card,Yes
29,Male,Scarf,Accessories,-23.97085241260151,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,49,Bank Transfer,Yes
22,Male,Jacket,Outerwear,56.97531400744207,North Carolina,M,Beige,Winter,2.5,No,Standard,25,Debit Card,Yes
27,Male,Sweater,Clothing,0.2057244244380101,Iowa,S,Gray,Summer,2.6,No,Next Day Air,21,Debit Card,Yes
36,Male,Coat,Outerwear,54.75118117193736,Idaho,M,Gray,Summer,4.4,No,Free Shipping,12,Venmo,Yes
59,Male,Boots,Footwear,52.60660210747712,Ohio,M,Brown,Fall,2.6,No,Next Day Air,21,Debit Card,Yes
62,Male,Hoodie,Clothing,3.106370485581884,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,35,Cash,Yes
34,Male,Hat,Accessories,51.21653574757039,Wyoming,M,Violet,Spring,3.5,No,Express,42,Credit Card,Yes
59,Male,T-shirt,Clothing,10.645975973762171,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,3,PayPal,Yes
49,Male,Coat,Outerwear,102.93007763461432,Mississippi,M,Red,Winter,4.0,No,Store Pickup,11,PayPal,Yes
18,Male,Dress,Clothing,42.06158842241632,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,22,PayPal,Yes
55,Male,Shirt,Clothing,103.54081654446244,Wyoming,M,Olive,Fall,2.5,No,Standard,47,Credit Card,Yes
38,Male,Skirt,Clothing,82.53643782120511,Maryland,XL,White,Fall,4.3,No,Next Day Air,33,Venmo,Yes
50,Male,Jewelry,Accessories,49.340155516228606,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,50,Debit Card,Yes
61,Male,Hat,Accessories,100.9253363889428,Pennsylvania,M,Beige,Summer,2.6,No,Express,46,Credit Card,Yes
48,Male,Shorts,Clothing,82.12486833677374,Idaho,L,Gold,Fall,3.5,No,Express,34,Debit Card,Yes
22,Male,Scarf,Accessories,64.86836202680499,California,XL,Purple,Spring,4.0,No,Store Pickup,33,Credit Card,Yes
48,Male,Jewelry,Accessories,62.43769678068175,Tennessee,S,White,Fall,2.6,No,Standard,45,Bank Transfer,Yes
57,Male,Sunglasses,Accessories,80.01519581268622,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,32,Debit Card,Yes
33,Male,Coat,Outerwear,89.00443484226986,North Dakota,L,Charcoal,Spring,2.9,No,Standard,47,Venmo,Yes
58,Male,Jacket,Outerwear,21.02695731184281,West Virginia,M,Pink,Winter,3.7,No,Standard,5,PayPal,Yes
37,Male,Sweater,Clothing,52.01484591363143,Arizona,M,Silver,Fall,4.4,No,Express,49,Credit Card,Yes
18,Male,Coat,Outerwear,26.56729897565235,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,48,Bank Transfer,Yes
65,Male,Scarf,Accessories,100.53495967121682,Pennsylvania,L,Blue,Fall,3.8,No,Express,22,Cash,Yes
62,Male,Belt,Accessories,37.63870904463107,Idaho,XL,Brown,Spring,4.5,No,Standard,45,Credit Card,Yes
54,Male,Hat,Accessories,93.6008329438214,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,30,Venmo,Yes
35,Male,Backpack,Accessories,117.60566908063684,Washington,L,Teal,Summer,3.3,No,Store Pickup,43,Cash,Yes
34,Male,T-shirt,Clothing,40.77578318053027,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,48,Cash,Yes
25,Male,Jewelry,Accessories,79.81915708358594,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,23,Venmo,Yes
53,Male,Sunglasses,Accessories,58.07300301830043,Alaska,M,Olive,Winter,3.0,No,Free Shipping,27,PayPal,Yes
45,Male,Jeans,Clothing,69.56797481171873,West Virginia,S,White,Winter,3.4,No,Next Day Air,7,Bank Transfer,Yes
49,Male,Pants,Clothing,20.255555269803168,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,2,PayPal,Yes
40,Male,Backpack,Accessories,75.5525908727396,Arizona,M,Silver,Spring,3.8,No,Next Day Air,33,PayPal,Yes
38,Male,Scarf,Accessories,59.03891771614599,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,27,Cash,Yes
44,Male,Sweater,Clothing,94.6528015443116,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,6,Credit Card,Yes
68,Male,Jewelry,Accessories,48.385668397828354,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,20,Venmo,Yes
60,Male,Sneakers,Footwear,49.57270380632181,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,46,Venmo,Yes
25,Male,Jewelry,Accessories,0.0359863093578454,Connecticut,M,Black,Winter,4.8,No,Next Day Air,25,Cash,Yes
19,Male,Coat,Outerwear,52.326553494049634,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,30,Bank Transfer,Yes
57,Male,Coat,Outerwear,52.929769517959855,New Hampshire,S,Beige,Fall,2.6,No,Standard,48,Credit Card,Yes
58,Male,Sunglasses,Accessories,46.96020219719304,Vermont,M,Black,Summer,3.2,No,Store Pickup,47,Bank Transfer,Yes
49,Male,Handbag,Accessories,40.07489243612621,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,27,Credit Card,Yes
19,Male,Sweater,Clothing,114.76749409561457,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,45,Bank Transfer,Yes
50,Male,Pants,Clothing,25.20820743689653,Nevada,L,Gold,Spring,4.4,No,Express,2,Credit Card,Yes
30,Male,Gloves,Accessories,98.16365633475031,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,39,Cash,Yes
52,Male,Sweater,Clothing,62.20188145748938,Texas,M,Peach,Fall,2.9,No,Express,24,Cash,Yes
35,Male,Hoodie,Clothing,35.25547810125139,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,8,Debit Card,Yes
35,Male,Hat,Accessories,6.931688736526876,Delaware,M,Beige,Fall,3.1,No,Express,8,Bank Transfer,Yes
33,Male,T-shirt,Clothing,70.5246207860839,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,6,Venmo,Yes
52,Male,Skirt,Clothing,134.28062707733574,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,12,Venmo,Yes
69,Male,Sneakers,Footwear,58.186351984733065,Texas,M,Peach,Fall,2.8,No,Store Pickup,26,Bank Transfer,Yes
27,Male,Shorts,Clothing,29.348657463594456,Nebraska,M,Teal,Fall,2.8,No,Standard,50,Cash,Yes
66,Male,Hoodie,Clothing,114.40135461377508,Oklahoma,L,Violet,Winter,4.9,No,Next Day Air,2,Venmo,Yes
28,Male,Hoodie,Clothing,70.91363775945209,Texas,L,Cyan,Fall,3.0,No,Standard,31,Cash,Yes
22,Male,Shoes,Footwear,69.00837810287153,New York,S,Olive,Summer,4.1,No,Next Day Air,4,Credit Card,Yes
69,Male,Hoodie,Clothing,74.2992200493245,Washington,XL,Pink,Spring,4.6,No,Free Shipping,32,PayPal,Yes
28,Male,Sunglasses,Accessories,128.0683117047655,Maryland,M,Purple,Summer,4.8,No,Next Day Air,11,PayPal,Yes
55,Male,Skirt,Clothing,23.847624059328293,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,47,Bank Transfer,Yes
30,Male,Hat,Accessories,62.02198093429935,New York,S,Peach,Fall,4.0,No,2-Day Shipping,37,Cash,Yes
67,Male,Backpack,Accessories,117.01308792015224,Hawaii,M,Charcoal,Winter,4.2,No,Express,39,PayPal,Yes
25,Male,Sunglasses,Accessories,99.11051865915968,California,L,Lavender,Spring,4.5,No,Store Pickup,24,Credit Card,Yes
49,Male,Belt,Accessories,88.7406061112076,Indiana,M,Purple,Summer,4.9,No,Standard,11,PayPal,Yes
34,Male,Jewelry,Accessories,48.774604440583694,Louisiana,M,Indigo,Spring,3.1,No,Standard,36,Credit Card,Yes
22,Male,Sneakers,Footwear,61.13990174539033,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,40,Debit Card,Yes
63,Male,T-shirt,Clothing,90.66863064602192,Florida,XL,Peach,Fall,3.2,No,Express,25,Cash,Yes
70,Male,Handbag,Accessories,39.07309213962624,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,12,Credit Card,Yes
36,Male,Hat,Accessories,73.05270930478066,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,38,Cash,Yes
42,Male,Sweater,Clothing,4.914482999612842,Iowa,M,Orange,Spring,4.9,No,Express,40,Cash,Yes
27,Male,Sandals,Footwear,88.71723306814015,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,10,Bank Transfer,Yes
23,Male,Scarf,Accessories,64.5752482060696,Iowa,L,Beige,Winter,3.4,No,Standard,47,Venmo,Yes
50,Male,Shirt,Clothing,59.42714430900546,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,22,Debit Card,Yes
56,Male,Gloves,Accessories,38.438415084705696,New York,L,Charcoal,Winter,4.7,No,Next Day Air,35,Debit Card,Yes
37,Male,Hoodie,Clothing,97.27422538117294,New Hampshire,XL,White,Winter,4.7,No,Express,46,Venmo,Yes
67,Male,Jewelry,Accessories,50.0706860302796,Kentucky,M,Lavender,Summer,3.9,No,Standard,30,PayPal,Yes
67,Male,Shirt,Clothing,68.11686729418703,Illinois,M,Black,Spring,3.7,No,Express,20,Bank Transfer,Yes
50,Male,Hoodie,Clothing,117.28174336576714,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,25,Cash,Yes
36,Male,Shoes,Footwear,59.78940977849281,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,29,Cash,Yes
62,Male,T-shirt,Clothing,56.44784369726016,Wisconsin,M,Brown,Summer,4.6,No,Express,2,Venmo,Yes
65,Male,Skirt,Clothing,101.94800139699716,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,32,Bank Transfer,Yes
23,Male,Handbag,Accessories,97.02345484621796,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,37,Cash,Yes
46,Male,Shirt,Clothing,85.04872993280016,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,16,Bank Transfer,Yes
18,Male,Pants,Clothing,63.51413626623239,Iowa,M,Purple,Summer,4.7,No,Express,32,Venmo,Yes
58,Male,Coat,Outerwear,49.99888825934946,Alabama,L,Purple,Spring,3.9,No,Standard,42,Debit Card,Yes
31,Male,Jeans,Clothing,41.51152906943084,Maryland,M,White,Winter,2.6,No,Store Pickup,6,Credit Card,Yes
39,Male,Gloves,Accessories,29.538563514322608,Ohio,S,Silver,Winter,4.7,No,Next Day Air,23,PayPal,Yes
69,Male,T-shirt,Clothing,76.31158095162935,Ohio,L,Green,Spring,3.5,No,Store Pickup,27,Venmo,Yes
68,Male,Boots,Footwear,1.0744982620959649,Nevada,L,Teal,Winter,4.4,No,Standard,43,PayPal,Yes
41,Male,Jeans,Clothing,25.198982348114114,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,25,Bank Transfer,Yes
31,Male,Sneakers,Footwear,120.89010126449944,Nevada,L,Pink,Summer,3.0,No,Express,30,Cash,Yes
48,Male,Sneakers,Footwear,21.06077303363345,Wisconsin,M,Indigo,Summer,4.2,No,Standard,7,Bank Transfer,Yes
59,Male,Hat,Accessories,16.172153010873856,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,17,Debit Card,Yes
34,Male,Pants,Clothing,22.932197727925704,Florida,M,Violet,Spring,2.6,No,Store Pickup,10,PayPal,Yes
21,Male,Jewelry,Accessories,29.220765046209955,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,40,Venmo,Yes
29,Male,Jewelry,Accessories,9.538204131850032,Kentucky,S,Red,Winter,2.7,No,Next Day Air,50,Venmo,Yes
41,Male,Blouse,Clothing,118.84030320272738,Ohio,M,Gray,Spring,4.2,No,Express,24,Credit Card,Yes
62,Male,Handbag,Accessories,69.19634178685268,Connecticut,M,Gold,Fall,4.0,No,Standard,8,PayPal,Yes
27,Male,Shirt,Clothing,27.236993096445524,Idaho,M,Pink,Summer,4.0,No,Free Shipping,6,Bank Transfer,Yes
49,Male,Dress,Clothing,127.04871610688618,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,44,Credit Card,Yes
67,Male,T-shirt,Clothing,72.63530973983188,Tennessee,S,Red,Fall,2.6,No,Express,47,PayPal,Yes
20,Male,Shoes,Footwear,14.50337232982755,Hawaii,M,Gold,Summer,4.8,No,Express,6,Venmo,Yes
37,Male,Belt,Accessories,16.011885702528538,Maryland,M,Charcoal,Fall,4.4,No,Standard,11,Cash,Yes
69,Male,Belt,Accessories,134.81885145181485,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,41,Bank Transfer,Yes
66,Male,Handbag,Accessories,27.20855066472808,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,46,Venmo,Yes
37,Male,Scarf,Accessories,9.092025060862165,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,9,Venmo,Yes
63,Male,Shorts,Clothing,72.45140864019281,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,37,PayPal,Yes
47,Male,Sandals,Footwear,140.79504812678545,North Carolina,M,Blue,Winter,4.2,No,Express,13,PayPal,Yes
26,Male,Pants,Clothing,83.68545637021036,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,24,Debit Card,Yes
68,Male,Dress,Clothing,107.2781824010472,Montana,M,Green,Winter,4.2,No,Standard,47,PayPal,Yes
51,Male,T-shirt,Clothing,75.89508683330573,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,21,Venmo,Yes
48,Male,Dress,Clothing,65.06831117560615,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,22,Venmo,Yes
60,Male,Socks,Clothing,98.17857179573532,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,16,PayPal,Yes
68,Male,Scarf,Accessories,96.62382847938753,Mississippi,L,Violet,Summer,3.6,No,Standard,37,Debit Card,Yes
25,Male,Backpack,Accessories,96.08402207903752,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,3,Cash,Yes
57,Male,Skirt,Clothing,60.74813744200955,Illinois,S,Red,Spring,3.2,No,Express,33,Cash,Yes
41,Male,Socks,Clothing,39.92070822266648,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,15,Debit Card,Yes
59,Male,Coat,Outerwear,62.38649846266452,Oregon,L,Peach,Spring,4.6,No,Store Pickup,42,Bank Transfer,Yes
44,Male,Jewelry,Accessories,42.14086371609229,South Dakota,M,Indigo,Winter,2.5,No,Express,42,Cash,Yes
42,Male,Backpack,Accessories,29.033207464105,Michigan,M,Black,Winter,4.3,No,Express,19,Bank Transfer,Yes
35,Male,Belt,Accessories,61.22817785698165,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,26,PayPal,Yes
36,Male,Dress,Clothing,60.92821365568458,Oregon,M,Red,Winter,4.6,No,Free Shipping,39,PayPal,Yes
54,Male,Skirt,Clothing,24.59788302306957,Iowa,M,Black,Spring,4.8,No,Standard,24,Debit Card,Yes
37,Male,Dress,Clothing,49.84004572689199,South Carolina,M,Teal,Spring,4.9,No,Express,23,Debit Card,Yes
20,Male,T-shirt,Clothing,51.36633212004626,Indiana,M,Blue,Summer,2.8,No,Free Shipping,44,Bank Transfer,Yes
23,Male,Skirt,Clothing,-8.410012072463541,Oregon,S,Beige,Spring,4.9,No,Standard,34,Cash,Yes
61,Male,Shorts,Clothing,76.20743726859325,New York,L,Teal,Summer,3.5,No,Free Shipping,43,Bank Transfer,Yes
37,Male,Jewelry,Accessories,39.81542375976432,New Mexico,M,Maroon,Spring,3.8,No,Express,45,PayPal,Yes
23,Male,Pants,Clothing,19.35025212923381,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,4,Credit Card,Yes
63,Male,Belt,Accessories,68.50733700005951,South Carolina,S,Indigo,Fall,3.4,No,Express,19,Credit Card,Yes
47,Male,Jeans,Clothing,75.00104198049104,Maine,M,Magenta,Spring,3.9,No,Standard,29,Credit Card,Yes
63,Male,Jeans,Clothing,48.633110902727296,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,27,Credit Card,Yes
56,Male,Hat,Accessories,91.1075101229192,Iowa,L,Maroon,Fall,3.0,No,Express,37,Credit Card,Yes
68,Male,Blouse,Clothing,2.3194901016359104,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,11,Credit Card,Yes
64,Male,Shirt,Clothing,84.97264712097572,Arkansas,XL,Teal,Summer,4.9,No,Free Shipping,28,Debit Card,Yes
62,Male,Shirt,Clothing,51.39563868285074,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,31,Credit Card,Yes
34,Male,T-shirt,Clothing,38.14012532936661,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,50,Venmo,Yes
49,Male,Coat,Outerwear,64.80949475920798,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,42,Venmo,Yes
40,Male,Jacket,Outerwear,54.60724402146638,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,18,Credit Card,Yes
50,Male,Hoodie,Clothing,57.04979908834295,New York,S,Teal,Winter,3.1,No,2-Day Shipping,6,Credit Card,Yes
25,Male,Scarf,Accessories,99.47828268129322,Texas,M,White,Winter,4.0,No,2-Day Shipping,33,Venmo,Yes
30,Male,Belt,Accessories,115.28280859947688,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,13,Bank Transfer,Yes
54,Male,Sneakers,Footwear,94.50449005295816,Vermont,L,Violet,Fall,3.9,No,Standard,26,PayPal,Yes
40,Male,Socks,Clothing,40.41188917749494,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,17,Cash,Yes
49,Male,Sandals,Footwear,91.44595006064569,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,3,Debit Card,Yes
27,Male,Coat,Outerwear,32.86596058072776,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,7,PayPal,Yes
27,Male,Shoes,Footwear,61.97720140651408,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,46,Venmo,Yes
48,Male,Scarf,Accessories,29.81183382407765,Maryland,S,Olive,Spring,2.9,No,Standard,14,Venmo,Yes
40,Male,Sneakers,Footwear,67.96016624386489,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,23,Bank Transfer,Yes
67,Male,Belt,Accessories,80.74198164898104,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,20,Credit Card,Yes
52,Male,Handbag,Accessories,70.94789456400613,California,M,Olive,Spring,3.5,No,Standard,38,Bank Transfer,Yes
22,Male,Handbag,Accessories,93.9915348637388,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,16,Venmo,Yes
62,Male,Boots,Footwear,65.1227352921743,Washington,M,White,Summer,4.1,No,Next Day Air,48,Credit Card,Yes
20,Male,Boots,Footwear,86.14189604408185,Wisconsin,S,Red,Winter,2.9,No,2-Day Shipping,8,Debit Card,Yes
41,Male,Pants,Clothing,47.63185468861605,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,16,Bank Transfer,Yes
34,Male,Sunglasses,Accessories,95.89848753888884,Missouri,M,Olive,Fall,4.1,No,Next Day Air,5,Cash,Yes
23,Male,Hoodie,Clothing,88.10100643415944,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,14,Venmo,Yes
32,Male,Shoes,Footwear,98.95484145347469,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,18,Credit Card,Yes
68,Male,Handbag,Accessories,38.53018751512264,Kentucky,XL,Black,Spring,3.7,No,Express,14,Debit Card,Yes
30,Male,Jacket,Outerwear,86.57988324447604,Vermont,M,Blue,Fall,3.8,No,Free Shipping,5,Cash,Yes
66,Male,Blouse,Clothing,3.2930589348048542,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,15,Credit Card,Yes
62,Male,Pants,Clothing,74.90298255546776,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,3,Venmo,Yes
50,Male,Boots,Footwear,39.248031619409744,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,12,Cash,Yes
55,Male,Boots,Footwear,85.19641420454055,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,43,Cash,Yes
19,Male,Sweater,Clothing,35.67553761864197,Vermont,M,Gold,Winter,2.5,No,Next Day Air,35,Credit Card,Yes
67,Male,Gloves,Accessories,72.27598194902997,Kentucky,M,Green,Winter,4.9,No,Express,36,Bank Transfer,Yes
18,Male,Socks,Clothing,65.29424682244583,Iowa,M,Red,Winter,4.5,No,Standard,3,Cash,Yes
58,Male,Jeans,Clothing,66.40358600533148,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,27,Bank Transfer,Yes
69,Male,Pants,Clothing,24.8762294395822,Kansas,L,Red,Winter,3.9,No,Free Shipping,21,Bank Transfer,Yes
62,Male,Shorts,Clothing,47.05995996743023,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,18,Venmo,Yes
28,Male,Gloves,Accessories,116.2775823358982,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,16,Debit Card,Yes
53,Male,Sandals,Footwear,135.21046003182704,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,18,Venmo,Yes
27,Male,Blouse,Clothing,25.85016429984333,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,19,Bank Transfer,Yes
55,Male,Jacket,Outerwear,27.603940408418445,Indiana,S,Yellow,Winter,3.9,No,Express,1,Cash,Yes
34,Male,Jewelry,Accessories,50.2343590329749,Kansas,XL,Maroon,Winter,3.6,No,Express,39,Bank Transfer,Yes
25,Male,Hat,Accessories,131.59418675308638,Illinois,L,Brown,Spring,4.6,No,Standard,49,Venmo,Yes
66,Male,Socks,Clothing,62.92650864060538,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,43,Credit Card,Yes
57,Male,Handbag,Accessories,55.78233610888135,New York,M,Charcoal,Summer,3.6,No,Free Shipping,31,Debit Card,Yes
46,Male,Pants,Clothing,106.55401628152882,Utah,L,Beige,Winter,3.5,No,Next Day Air,40,Venmo,Yes
38,Male,Gloves,Accessories,87.9282351658401,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,2,Bank Transfer,Yes
23,Male,Sweater,Clothing,33.379661583705506,Idaho,M,Red,Spring,3.0,No,Store Pickup,46,PayPal,Yes
42,Male,Hat,Accessories,100.56793246257077,New Mexico,M,White,Summer,4.4,No,Store Pickup,35,Debit Card,Yes
25,Male,Dress,Clothing,84.41744518025025,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,42,Credit Card,Yes
55,Male,Pants,Clothing,72.92839279795277,Wyoming,M,Violet,Winter,3.7,No,Express,3,Venmo,Yes
62,Male,Coat,Outerwear,25.366381721027125,New Jersey,XL,Magenta,Spring,4.8,No,Standard,32,Debit Card,Yes
41,Male,Scarf,Accessories,58.70486538614266,New Jersey,L,White,Winter,2.9,No,Store Pickup,48,Debit Card,Yes
58,Male,Hoodie,Clothing,38.01444909867986,Hawaii,XL,Pink,Winter,3.1,No,Express,34,Credit Card,Yes
56,Male,Socks,Clothing,2.5211946647548693,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,15,Bank Transfer,Yes
25,Male,Blouse,Clothing,23.68166936518452,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,22,Debit Card,Yes
70,Male,Socks,Clothing,60.60053537882716,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,2,Cash,Yes
42,Male,Dress,Clothing,35.675718235814955,New York,M,Violet,Fall,3.4,No,Standard,30,Bank Transfer,Yes
27,Male,Hoodie,Clothing,28.88208707592745,Louisiana,M,Charcoal,Winter,2.7,No,Standard,27,Cash,Yes
65,Male,T-shirt,Clothing,105.61760464428914,Virginia,M,Charcoal,Spring,3.5,No,Express,18,Venmo,Yes
62,Male,Hat,Accessories,53.6705792321785,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,8,Credit Card,Yes
62,Male,Boots,Footwear,10.12528714857089,Oregon,M,Peach,Winter,4.5,No,Express,48,Venmo,Yes
52,Male,Jeans,Clothing,33.48113139695144,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,24,Cash,Yes
56,Male,Shorts,Clothing,110.55337984946584,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,43,Credit Card,Yes
28,Male,Sandals,Footwear,16.80717962617589,Massachusetts,L,Magenta,Fall,4.0,No,Standard,8,Cash,Yes
39,Male,Sandals,Footwear,56.45144773675407,Montana,XL,Red,Winter,4.9,No,Express,49,PayPal,Yes
54,Male,Sneakers,Footwear,64.38038018732091,California,XL,Black,Spring,3.3,No,2-Day Shipping,2,Credit Card,Yes
30,Male,Hat,Accessories,53.89976288483182,Indiana,M,Peach,Fall,4.1,No,Standard,38,Cash,Yes
45,Male,Coat,Outerwear,46.88461844684588,West Virginia,S,Olive,Winter,3.6,No,Express,4,Cash,Yes
68,Male,Dress,Clothing,78.16653825043444,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,31,Cash,Yes
47,Male,Boots,Footwear,88.52010782824823,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,34,Debit Card,Yes
68,Male,Skirt,Clothing,74.77511984892739,Minnesota,M,Turquoise,Fall,3.9,No,Standard,45,Credit Card,Yes
63,Male,Shirt,Clothing,74.58652813841267,Virginia,XL,Green,Spring,4.1,No,Store Pickup,30,Debit Card,Yes
